,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
45874,slade,keep your hands off my power supply,1983,blues,driver state need relieve blue light flash comin aright hittin cat eye try hard follow white line ready face huntin sure maybe want autograph hand power supply away hand guess white inceptor maybe flag boys blue nose grind watch licence ready blow ready lose gotta work gonna hand power supply away hand guess gotta away ready face huntin sure better leave gear stick hand power supply away hand guess gotta away gotta away,73,0.0009074410231823,0.3055188958946646,0.0009074410393883,0.0879947173780573,0.0009074410955786,0.0009074411181191,0.0009074410765827,0.1296446709048898,0.1161851889301024,0.0388618477955961,0.0508905444015005,0.0009074411396392,0.0009074410491375,0.0009074410304427,0.1645491944778356,0.0009074410238299,0.2678436044622549,0.7329436197215597,0.0206817476724374,8.502024291497975e-05,0.2333058532563891,0.9299277414870214,violence,0.5285714285714286
46626,albert collins,bending like a willow tree,1986,blues,bend break good advise little late nothin trouble yeah know bendin knee weepin bendin like tree lyin fake tell look face sooner later gotta break bendin knee weep bendin like tree like bitter pill beggin baby late goodness sakes break little bendin knee weepin bendin like tree,47,0.042861888350307,0.0018796993357156,0.0018796992803383,0.060256628988674,0.0408187903895942,0.0807444608497052,0.0018796992577269,0.0018796994108696,0.3225095456522295,0.0018796992801802,0.0018796993710428,0.001879699358079,0.147424105245931,0.1707809606078519,0.0898162747729459,0.0259903518925719,0.7032383840571862,0.5755198318078096,0.422690183423879,0.1427125506072874,0.9000412201154163,0.5915788360957819,obscene,0.4857142857142857
48098,robert plant,down to the sea,1993,blues,wait want come watch ship pass friendships small ship hardships dream want come head sand life passin days see tear laughter dream movin wave ocean life tambourine shake better wisdom word head sand days passin older settle come,38,0.0017543861573671,0.0899020929444444,0.3633468490695771,0.0017543860306441,0.0017543859649243,0.0017543859688717,0.0017543859761291,0.0017543860317349,0.0017543860384335,0.0017543860317005,0.0017543860487922,0.408226281085651,0.0405351061885164,0.0017543859713362,0.0017543861319794,0.0017543859657112,0.4844579226686885,0.7024331461682434,0.0129508162156789,0.0064878542510121,0.3610882110469909,0.7687615469071706,world/life,0.3857142857142857
48178,ella fitzgerald,let it snow! let it snow! let it snow!,1993,blues,weather outside frightful delightful place snow snow snow sign stop buy corn pop light turn snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow finally kiss goodnight hate go hold tight home warm weather outside frightful delightful place snow snow snow sign stop buy corn pop light turn snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow,79,0.0007855459558235,0.1269852476342146,0.000785545994189,0.000785546006812,0.0007855459545417,0.0007855459583937,0.1848717880880259,0.0007855459836214,0.000785545980953,0.546106359417822,0.0007855460213026,0.0942644138118027,0.00078554596972,0.0007855459569107,0.0007855459905188,0.0007855460240122,0.3826491931116647,0.6697177140219983,0.8092367562618035,0.0,0.8526380873866446,0.4143961252843932,music,0.3857142857142857
48199,phish,it's ice,1993,blues,press elastic sheet breathe slice worm serpents bubble source invisible everpresent voice skate legs trace different shape choice mimic image radiance bask tie depend reluctantly reflections tumble slide wrong skin fall crack plunge join meet eye surprise laugh light frown double want pull slip friction slide skin peel bone flesh leave mirror image moment soul lean time attack control hand time throw punch block defeat sulk squirm freeze heights wait calculate till venture,73,0.0015948963400376,0.549708311216232,0.001594896496834,0.1727111170759391,0.0015948963621902,0.001594896336027,0.0015948964789515,0.0015948964439329,0.0818205741888201,0.0015948963618452,0.00159489645188,0.1404573287755595,0.0015948963548908,0.0015948963720104,0.0015948964878957,0.0015948963437354,0.5212823567637821,0.6669743353075404,0.2188747177457005,0.0278340080971659,0.3786067600989283,0.7907842567255353,violence,0.3857142857142857
49708,j.j. cale,river boat song,2001,blues,cale hear whistle hear moan baby come home tupelo sing river boat song dancer river queen teach gamblers tupelo sing river boat song nights spend days home time wish yeah river boat whistle blow know get near river captain bring baby home lonesome go tupelo work river boat song nights spend days home time wish yeah river boat whistle blow know get near river captain bring baby home lonesome go tupelo work river boat song,75,0.0784587945849764,0.0009233610547074,0.0009233611081396,0.090966516958641,0.0387552042361698,0.045197178609584,0.0009233610579408,0.0009233611157143,0.0009233610737831,0.5132060289745879,0.0009233610887914,0.0009233610460758,0.0009233610490169,0.0235826124427749,0.0009233610773174,0.0009233611105615,0.6555832340517709,0.6928954183011562,0.6817265880789039,0.7125506072874495,0.5950123660346248,0.412394060755451,music,0.2714285714285714
50202,widespread panic,thin air (smells like mississippi),2004,blues,drivin walkin rain stream windowpane field water stir sleep holdin tight dreamin feel like mississippi high tractor workin dirt moon trade place better plow away yeah momma stickin story happen war walkin funny cause shoot local feel like mississippi feel like mississippi belly boys favorite learn paint come guitars talk string lord beat drum turkey goin mississippi,57,0.001422475174706,0.0014224752067257,0.0014224752397426,0.0014224751771502,0.0289777642007166,0.0354723866716929,0.0014224752111303,0.0014224752511591,0.3776483332070938,0.0014224752365689,0.2576707107948006,0.1444181829054973,0.0014224751136443,0.0014224752506301,0.0014224752882332,0.077675829457278,0.3729015487923752,0.7116119272876444,0.3845375346762396,0.1032388663967611,0.8227535037098105,0.779772901816353,obscene,0.2285714285714285
50402,cab calloway,between the devil and the deep blue sea,2004,blues,want hate lose inbetween devil deep blue forgive cause forget inbetween devil deep blue ought cross list come knock door fate heart twist come run hate guess inbetween devil deep blue,31,0.0019493179519921,0.5060282728380265,0.0019493178994312,0.0019493177638113,0.0019493177513903,0.0019493177443783,0.0019493177489259,0.0019493179091937,0.0019493178139729,0.138132977725769,0.0019493178042173,0.0019493177695229,0.0019493177481312,0.00194931775824,0.2819597488382328,0.0019493177424834,0.5970973681360339,0.6043381278363202,0.9738955561200364,0.0001042510121457,0.6723000824402307,0.2582350920268981,violence,0.2285714285714285
51496,mountain,beside the sea,2009,blues,place mountains right base stream water fountains cold endless breeze temperature minus degrees snow peak sunset oblique polar bear speak gather midweek colourful contrast winter overcast season pass island fast past happen world avast,34,0.0035087719521688,0.0035087722757787,0.3252308885333584,0.07144918335517,0.0035087719824721,0.003508771929825,0.0035087719673951,0.0035087722312112,0.0035087720312267,0.3121929052332204,0.003508772117633,0.0035087721638797,0.0846208841548501,0.0035087719648688,0.0035087720452183,0.003508771933126,0.2082746669554858,0.5735969028023484,0.4508026614484553,3.603238866396761e-06,0.5558532563891178,0.5245096743762168,world/life,0.1571428571428571
52362,dr. john,ice age,2012,blues,hear better check personal stock swallow silver dollar nothin hock world movin fast movin slow matter know know innocence ladies gents sense see unseen play cage livin livin cold worry rent cent cash flash friends losin job start losin dope hangin rope innocence ladies gents sense see unseen play cage live play smokin crack fire blunt wind jail doin stint punk kid uzis suckers death thing ice breath life innocence ladies gents sense see unseen play cage innocence ladies gents sense see unseen play cage live live,87,0.0010741138711293,0.1204152970030577,0.1747188919450354,0.0010741138682193,0.0010741138608668,0.001074113968958,0.0010741138615791,0.0010741139510541,0.6199379254114155,0.0010741139457745,0.0010741139098402,0.0688161772539708,0.0010741138615632,0.0010741138836436,0.0010741138831748,0.0010741138631279,0.4768764215314632,0.7441222470066404,0.5783128296313552,0.7672064777327935,0.7578318219291014,0.8478430958003893,obscene,0.1142857142857142
52485,blues saraceno,hangin' tree,2013,blues,hang hang tree string send sinner home hang hang tree string send sinner home send sinner home comin rid change yonder lord home praise lord come hang hang tree string send sinner home comin rid change yonder lord home praise lord come hang hang tree string send sinner home hang hang tree string send sinner home comin rid change yonder lord home praise lord come,65,0.0009746589387458,0.0009746588882219,0.0573593051620217,0.0009746588826098,0.0009746588693957,0.1288605640675165,0.0009746588706397,0.0009746588906663,0.0604378047241355,0.3350011606076956,0.2783449879188954,0.0009746588900965,0.1273256120588184,0.0009746588723699,0.0009746588773438,0.0009746588694203,0.5862666522257122,0.7991180165628284,0.0584327895911542,0.0,0.7629843363561418,0.9569556126277416,music,0.1
53061,"albert hammond, jr.",power hungry,2015,blues,tell pleasantly drink hear sound power hungry crown pleasantly drink hear sound word lose wipe glass time erase twitch chair fall take things display nations think belong walk stairs get know mouth mouth agree north south move greet greed know mouth mouth agree north south move greet greed exit entry pleasantly drink read news word lose wipe glass time erase twitch chair fall take things display nations think belong walk stairs get think belong walk stairs get know mouth mouth agree north south move greet greed know mouth mouth agree north south move greet greed,95,0.0008920606647219,0.3069663038424814,0.0008920606911825,0.0008920607395765,0.0008920606615304,0.0008920606641884,0.000892060666831,0.2662735955816916,0.0008920606874194,0.0896288226093406,0.2825311594949844,0.0008920606803678,0.0008920607237534,0.0008920606729729,0.0008920607521803,0.0008920606665063,0.6848261670096395,0.7647360459451836,0.2018064275164935,0.4908906882591093,0.9670239076669416,0.8057997406926022,violence,0.0714285714285714
53634,shovels & rope,the air that i breathe,2017,blues,wish think pass think need cigarettes sleep light sound book read make leave peaceful warm tire leave desire peace come leave weak sleep silent sleep need breathe need breathe need breathe breathe peace come leave weak sleep silent sleep need breathe need breathe need breathe breathe need breathe need breathe need breathe need breathe need breathe need breathe,58,0.0009569378581072,0.5256108424899548,0.0009569378357029,0.0009569378567439,0.2408919176749107,0.0009569378008189,0.0009569378565346,0.0386261546736133,0.0009569378211686,0.0009569378491516,0.0009569378340871,0.051728142372847,0.0422795338141051,0.0009569378316573,0.0884232172225213,0.0009569378018125,0.3685692624282465,0.681947542496731,0.5893570174267245,0.0,0.1333470733718054,0.413395093019922,violence,0.0428571428571428
54597,rosemary clooney,snow,1954,jazz,snow long snow snow want hand face hair snow snow long clear path lift spade snow snow great entirely snow snow winter want snowball throw long snowohohohoh glist ning house build snow snow mountain cover quilt snow christmas snow white christmas snow snow soon snow hair snow spade snow build snow stay recommend little shuteye sleep dream snow,58,0.0011441647633848,0.1328268585171258,0.0011441648044801,0.0306646476950799,0.0011441647597291,0.020108509217707,0.0011441648046451,0.0011441647727063,0.0011441647942818,0.5311109680043605,0.1112957002459904,0.1147588901776196,0.0011441649856724,0.0011441648039605,0.0011441648114376,0.0011441647601026,0.3382432578793458,0.6917929390046919,0.8734938488894066,4.139676113360324e-06,0.3322341302555647,0.3012794793991563,music,0.9428571428571428
54649,bing crosby,snow,1954,jazz,weather outside frightful delightful place snow snow snow sign stop buy corn pop light turn away snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow snow snow snow snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow snow snow snow,62,0.0009569378009103,0.104960340345952,0.0009569378365097,0.0009569378592661,0.0009569377991737,0.0009569378043324,0.1566652589510216,0.0009569378278778,0.0009569378250387,0.6469192464405026,0.0009569378559867,0.0573903512425243,0.0009569378139245,0.0009569378017385,0.0009569378751655,0.000956937857704,0.3988952669771472,0.5587262518267825,0.7991965855387405,1.1032388663967613e-05,0.4177658697444353,0.2532299307045424,music,0.9428571428571428
54687,margaret whiting,a tree in the meadow,1954,jazz,tree meadow stream drift carve tree till remember carve tree till lovers silhouette know kiss wish tree meadow thoughts know till,21,0.0032894737232984,0.0032894737807111,0.0032894741524043,0.0032894737525836,0.003289473693271,0.0032894736919147,0.3006983179949085,0.2180342216462919,0.003289473725579,0.0032894738786234,0.0032894737594617,0.4286358796903673,0.0032894739378026,0.0032894737531031,0.0032894740144014,0.003289473691411,0.1996100942272284,0.6558469861292721,0.871485814744794,0.0,0.1992992580379225,0.2221979305059377,romantic,0.9428571428571428
55070,sarah vaughan,the banana boat song,1958,jazz,dayo dayo light wanna home dayo dayo light wanna home load banana boat night long light wanna home work sing song light wanna home dayo dayo light wanna home dayo dayo light wanna home sleep work moon light wanna home money gonna quit soon light wanna home dayo dayo light wanna home dayo dayo light wanna home pack things light wanna home bananas light wanna home dayo dayo light wanna home dayo dayo light wanna home tell hear sing wanna home light wanna home,84,0.0007974481780485,0.0007974481739283,0.0007974481828178,0.000797448204494,0.0007974481661038,0.0621407975500245,0.0007974481707453,0.0007974482169354,0.0007974482529814,0.3517798320109969,0.031952420354006,0.2729341941545076,0.0007974481717528,0.0007974481703351,0.0007974481699849,0.0007974481660121,0.7054045272392505,0.6622054713739968,0.7751001758033895,0.0,0.8711871393239902,0.5074921258802076,music,0.8857142857142857
55208,dean martin,let it snow! let it snow! let it snow!,1959,jazz,weather outside frightful delightful place snow snow snow sign stop bring corn pop light turn snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow finally kiss goodnight hate go grab tight home warm slowly die dear goodbying long snow snow snow,51,0.0011961722550592,0.1782926138386928,0.0011961723048443,0.0011961723373678,0.0011961722490741,0.0011961722565058,0.1805652438257192,0.0011961722890041,0.001196172306573,0.5305139739551237,0.001196172340165,0.0673067947606037,0.0011961722641617,0.0011961722525783,0.0011961723103144,0.0011961723622275,0.4227228419798549,0.5549060328692663,0.9156625659262712,2.479757085020243e-06,0.6980626545754327,0.2402165112664178,music,0.8714285714285714
55550,cal tjader,almond tree,1963,jazz,decadez ghetto ghetto smile project like rolex dial spend thou buy brand mile granddaddy childs tell proud tell heavy like like kilogram blow weed like amsterdam arizona crown instagram understand knock niggarich nigga bitch poor floss dress flyer stand outside forever like scarecrow biatch alright like like alright like like okay like like okay like like wanna okay real nigga novelty nigga standup comedy crew sorry like apology wash like laundry stay away square geometry niggas nutty like almond tree ugly botherin bitch room like omni tycoon fuck free pussy pussy promoters hire pool party facility green like parsley flat like carpentry favorite weaponry muhfucka misery biatch alright like like alright like like okay like like okay like like wanna okay weatherman snow summertime little niggas mainey train xanny bar belushis smoke cigarette pack woods liquor store boys hood tryin dough wish nigga like nigga square triangle eskimo come hustlin bitch meet park trader reup recop holiday christmas watch cop push livin dirty biatch alright like like alright like like okay like like okay like like wanna okay okay alright okay alright,182,0.0004699248353028,0.0004699248716311,0.0004699248273419,0.000469924823216,0.0004699248140623,0.0221294069601759,0.0004699248216392,0.0004699248459944,0.3214263422343503,0.0133557877258972,0.0004699248446269,0.0004699248396028,0.0407860287359771,0.5271433680074394,0.0203406842317752,0.0004699248163699,0.6025127260911947,0.5487526600517908,0.4317263370746356,0.0053744939271255,0.664056059356966,0.4003816735817975,obscene,0.8142857142857143
56162,frank zappa,the air,1969,jazz,escape mouth hair escape nose heart escape scrap shape drape awake tshirt beach freeze wheeze know tease beat tell escape pit hair escape teeth hand grip slip drip cause trip bust waste come customs waste suitcase waste tap waste special tape record grab board grab beat tell like crash nash crash nash crash nash crash nash crash nash,58,0.001461988393685,0.5406115084049187,0.0014619883391758,0.0667744835368803,0.0014619883135169,0.0014619883184009,0.0014619883504261,0.0014619884659158,0.1934920312888849,0.0014619883387835,0.0014619883605074,0.0014619883514075,0.0014619883134389,0.095524136598339,0.0831300032690873,0.0014619883102631,0.5234484999458465,0.5772889264928338,0.784136329454146,0.0,0.5939818631492167,0.3603403830029525,violence,0.7285714285714285
56412,bill le sage,air for vibraphone,1971,jazz,blue sky away girl go away go future life fill gloom stay lock room know sound strange wish rain cause badly wanna outside know suppose listen gotta cause cry ease pain yeah people hurt feel inside word explain wish rain tearstained face press window pain eye search sky desperately rain cause raindrops hide tear drop know cry cry outside world outside tear refuse explain wish rain rain rain need rain disguise tear eye rain pride rain gonna stay inside rain,80,0.0007209805440972,0.0007209805584116,0.0488415087179979,0.0007209805430833,0.0304959055233635,0.0007209805366896,0.0007209805390984,0.0007209806018185,0.0007209805648243,0.0927683470490761,0.0007209805535633,0.0007209805939158,0.0328228483694464,0.0197661287698455,0.5338059842905669,0.0007209806154775,0.6252572295028702,0.1377842730046405,0.9919678634215496,0.9078947368421052,0.2137262984336356,0.0075565923580396,sadness,0.7
56427,"earth, wind & fire",energy,1971,jazz,earth wind float time energy seek place fill space song create give integrate moods happiness sorrow pain remain energy breathe aire fill prana await timeless time nirvana speak learn secrets life energy live live trouble turn away turn away turn away turn away turn listen lot people die cause mama baby cryin come people people time begin heart friend heart friend come repeat,63,0.0390963444324256,0.001074113920236,0.3387760081603309,0.0010741139363993,0.0010741138647731,0.022310530431773,0.0010741138642163,0.0010741139268573,0.001074113883693,0.0364936732914432,0.0010741138823592,0.1733438466658322,0.1373910750351465,0.0010741138622478,0.2396991553858134,0.0010741138575998,0.4411350590274017,0.5451375535215239,0.5261039418714277,0.0083805668016194,0.4229183841714757,0.5895767715668396,world/life,0.7
56643,"earth, wind & fire",power,1972,jazz,will special lady forget tender like heart surrender go heart beat strong go everyday wish come feel superstitious hop lonely plenty smile amuse go heart beat strong go work know doubt turn friend matter hold space yeah yeah baby work doubt plant good memories forever go heart beat strong go tender heart surrender baby baby baby gonna heart heart go heart beat strong go go heart beat strong go,69,0.1111867374898163,0.0008628127871625,0.1245677656259177,0.000862812777214,0.0356044663152778,0.0288567009697379,0.0008628128304576,0.0008628128486723,0.0008628128069901,0.0008628127781527,0.0008628127932697,0.0008628128048358,0.0008628127765326,0.0008628128659125,0.338423228261679,0.2730541583213701,0.423805913570887,0.6495910570981719,0.0490954308187056,0.3805668016194332,0.5929513602638087,0.7247161272704413,sadness,0.6857142857142857
56774,stanley clarke,power,1974,jazz,fighter gentle sort power talk play game cause life passion hero hero strength smile clear confidence body cause fear hero suffer pain complain eye firmly goal work body bold yeah hero hero hero suffer pain complain eye firmly goal work body bold yeah hero hero hero somebody hero hero yeah yeah hero hero hero hero yeah yeah hero somebody hero oooh yeah hero exercise compromise hero sweat push pull jump groove hero sweat disconnect aerobicise pain gain hero owww hero hero,81,0.0015037594139658,0.316888466426265,0.0015037595992398,0.0015037594079421,0.2239265323668463,0.0490474812604822,0.0015037594343401,0.0015037594875641,0.1316899233579926,0.001503759471187,0.0015037594443544,0.0015037594796493,0.0015037594182326,0.0015037595311292,0.1121095384696013,0.0614494059906709,0.3729015487923752,0.7100479450298695,0.0030110471998465,0.7165991902834008,0.6815746084089035,0.8488441280648604,violence,0.6571428571428571
57108,b.t. express,energy level,1976,jazz,somebody better tell cause away know depend long time leave highest mountains deepest rivers life keep move look cause world world wait pay dues dirt wait smile hold dream child world try corner easy keep fall short give couldn cause travel look cause world world wait pay dues dirt wait smile hold dream child world ohwoah ohoh ohoh ohwoah ohoh cause world world wait pay dues dirt wait smile hold dream child know hard fall long grind know hard fall long grind cause world know hard fall world long grind wait pay dues dirt wait smile know hard fall hold long grind dream child world,105,0.000572082387546,0.0005720824270499,0.3419037314433774,0.1464528940412277,0.0005720823847148,0.000572082403792,0.0367626576501154,0.091217001464394,0.0005720824131734,0.0005720823854417,0.1596395169077087,0.0005720824134938,0.0380757734673751,0.0005720824141213,0.1678653194124217,0.01179019916803,0.6620816635979638,0.6703074122503396,0.0028002036146622,0.7560728744939271,0.9649629018961252,0.7357274821796236,world/life,0.6285714285714286
58268,voivod,warriors of ice,1984,jazz,learn rule game atrocity live prehistoric weather intensity armedcold weapons hand chargedmangled corps land bestials contortions prey make kill everyday curdle frost young rust fight wild warriors hell fighters warriors midway life midway death nomad soldier fight best feel chill polar race word disaffect place live raise face face raise face face dirty desperado freeze point nail stone fall fall prisioners wheeze sultry weather fate freeze agressors advance thermal killers barbaric butcher unscrupulous abuse spit barren land crush stand ready attack gonna shoot,83,0.001169590645414,0.6040847799030109,0.2124527162057222,0.0250484286985378,0.0011695906473762,0.0011695906557795,0.001169590655744,0.0011695906796826,0.0011695907198214,0.0011695906916355,0.0011695907083375,0.0011695906792628,0.0968693439823429,0.0011695906880819,0.0011695907158728,0.0229482394659281,0.1302935124011697,0.6664359151860113,0.0036736984675687,0.0022165991902834,0.0633759274525968,0.8908874831726475,violence,0.5142857142857142
58729,louis armstrong,in the shade of the old apple tree,1989,jazz,shade apple tree eye voice hear like song whisper sweet music hear dull buzz blossom say heart true wait shade apple tree shade apple tree apple tree eye mama voice hear like song whisper sweet music music hear dull buzz buzz blossom say say mama heart true wait shade apple tree,51,0.001315789493752,0.0013157895028627,0.001315789490073,0.001315789570475,0.001315789486608,0.0703270175716738,0.1836855637533993,0.0013157895703699,0.0013157895195317,0.458720158850542,0.0013157895735423,0.2675304169548971,0.0013157895195135,0.0013157896666783,0.0013157895724907,0.0013157894776127,0.6100942272284199,0.5360356895623413,0.9317268390831718,0.0,0.7980214344600164,0.1321050267035367,music,0.4428571428571428
58852,nat king cole trio,the little christmas tree,1990,jazz,watch snow flake fall window pane wonder watch snow flake walk downtown meet theres wait little christmas tree lookin sorta lonely like care go away leave stand christmas hear christmas people sing songs good cheer bring tear sadly close eye little prayer wait look little christmas tree lookin sorta lonely like care go away leave stand christmas season leave little christmas tree lookin sorta lonely like care go away leave stand christmas,72,0.000974658875019,0.0009746589274898,0.0009746588981084,0.0009746589408946,0.0009746588696335,0.0949655494396952,0.0009746589028001,0.0009746589285569,0.0821820666770066,0.1938613967336517,0.0009746589250615,0.0009746589495767,0.0618665779472081,0.0490283911951506,0.4492157447945983,0.0571843663799747,0.2667605328712228,0.4691946773325128,0.8152608586956414,6.730769230769231e-06,0.2930750206100577,0.1100823168851719,sadness,0.4285714285714285
59146,"harry connick, jr.","let it snow, let it snow, let it snow",1993,jazz,weather outside frightful delightful place snow snow snow sign stop bring corn pop light turn snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbyeing long snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbyeing long snow snow snow,52,0.0011695906465733,0.1401071573507229,0.0011695906985796,0.0011695907305421,0.0011695906435332,0.0011695906508799,0.201004250856489,0.0011695906843804,0.0011695906665994,0.5468949646352226,0.0011695907021155,0.0696422557968429,0.0011695906607532,0.0011695906465947,0.0011695907057304,0.0011695907464993,0.4411350590274017,0.6094402994641437,0.7660640221526328,0.0,0.4126133553173949,0.2682454146716093,music,0.3857142857142857
59655,blossom dearie,between the devil and the deep blue sea,1997,jazz,want hate lose devil deep blue forgive cause forget devil deep blue want cross list come aknocking door fate heart twist come run hate guess devil deep blue want cross list time come knock door fate heart twist come crawl hate guess gotta sort hang devil deep blue devil deep blue devil deep blue yeah devil deep blue want hate lose devil deep blue forgive cause forget,67,0.0008223684978378,0.4504080894118233,0.000822368495763,0.0008223685181369,0.0175490209120274,0.0008223684234308,0.0008223684249556,0.0008223684903565,0.0008223684525156,0.1543451399781946,0.0008223684516336,0.0008223684331495,0.0008223684244545,0.0008223684271429,0.2488744752417719,0.0008223684221881,0.6480017329145458,0.423044381201446,0.9407629927339286,8.410931174089068e-06,0.4950535861500412,0.0885601231990428,violence,0.3285714285714285
60747,jamie cullum,all at sea,2004,jazz,bother forget root thoughts sit away like warm drink seep soul leave right later spend time want bother sleep drink speak give away phone like warm drink seep soul leave right later spend time want need need need crave disappear mind know come spend time spend like warm drink seep soul leave right later spend time want ooooh want want,60,0.0009930487239996,0.0009930487841825,0.0009930487384526,0.3127243061364717,0.0514389831523805,0.0009930486642735,0.0009930487778981,0.0009930487514811,0.000993048711892,0.0009930487304536,0.2111542859103561,0.0009930487463197,0.0009930486885844,0.0405211010976477,0.2483051067463678,0.0009930486629062,0.319831040831799,0.7020741994205574,0.6295177003189764,2.338056680161944e-05,0.3641797197032151,0.4774611579460739,night/time,0.2285714285714285
60916,streetwize,rock the boat,2005,jazz,yeah come think safe slap taste muthafuckin mouth bitch stresser street aggressor apply pressure lungs explode choke flow load live code style shaolin equip rhyme teflon coat like controller destiny live longevity life jeopardy bust shots consecutively black teflon heavily deadly melodies iron steadily tryin step zone head fly crush nose bone microphone york bravest longly await come highly anticipate street niggas favorite ride dicks niggas hate street educate plus thug relate affiliate underrate greatest world famous crowd entertainer debut gainer hiphop famer terminator slang nigga role ban radio flow straight ghettio aiyo hear niggas niggas niggas niggas street radio live stereo flow video ghettio slang hoe boat load logo shit street hard coco know hold grudge bust slug drug flood court thug scream fuck judge firm learn crack burn dutch give fuck larger life lose life heat night talk like walk snip record deal real sell hard kill feel like feel know bluffin snuff fuck aiyo street mode ghetto episodes sell soul fall fool gold control globe wise word tell blood years slang nigga role ban radio flow straight ghettio aiyo hear niggas niggas niggas niggas aiyo,188,0.0005211047589317,0.1539452922726713,0.1032931771004237,0.0005211047691219,0.0105641233427763,0.0005211047509023,0.0005211047727298,0.0005211047684667,0.5476455822478663,0.037232696549252,0.1251593643312622,0.0005211047835157,0.0005211047484545,0.0005211047638307,0.0005211047800881,0.0159065069588985,0.7508935340626016,0.7456605902110094,0.2028104445887997,0.3775303643724696,0.6341714756801319,0.7647574178492861,obscene,0.2142857142857142
61054,emancipator,first snow,2006,jazz,alive grow tiny seed know little tomato seed plant garden grow nice tomatoes yeah laughter look like daddy remember tell lay baby grow die bury body grind soul go heaven look bundle like jacket pair pant sock need mask cause cold real cold,43,0.046313384700447,0.3560377351857542,0.1050143093103797,0.0017543859773301,0.0743925383921474,0.1159618743066201,0.0017543860170393,0.0017543861656706,0.0017543860423001,0.0017543859950604,0.0017543860378009,0.0017543860879261,0.0017543860451138,0.2152216187118783,0.0017543860126765,0.0660059069867769,0.5862666522257122,0.5869292105735455,0.7620479538634076,0.8663967611336032,0.179719703215169,0.396377544523913,violence,0.2
61630,fred astaire,we saw the sea,2010,jazz,join navy world pacific atlantic atlantic romantic pacific crack join navy busy look ocean atlantic pacific pacific terrific atlantic crack tell admiral nice admiral admiral join navy girls instead girl taxi compel look black see black crack sail sail home girls village green foam seas see navy awful teach sailor hornpipe show sailor knot show seasick sail ocean object feel motion seasick awful sick,64,0.0018148820740911,0.3170377868512645,0.0018148822163949,0.0018148820412336,0.001814882033616,0.0018148821135115,0.0018148820414062,0.0018148822038932,0.0018148821231713,0.001814882199485,0.1632167186145786,0.0018148822074094,0.0018148820811247,0.3027678276580731,0.0018148820619288,0.0018148822295724,0.6707462363262212,0.7140732764146347,0.9678714536861986,0.1599190283400809,0.7361912613355316,0.413395093019922,violence,0.1428571428571428
61702,thank you scientist,make like a tree (get out),2011,jazz,gotta away clean hand mess get gotta away hold damn tightly breathe gonna miracle feet gotta better think night gonna miracle feet feet gonna destroy time wonder hell wrong easy problem enemy kill take star emptiness picture know overrate gotta better think night think kill know word couldn tell feel time wonder hell wrong easy problem enemy kill take gotta gotta away know know clear feel breathe easy weight lift go rest fear enemy know gonna destroy time wonder hell wrong easy problem enemy kill take gigawatts great hell gigawatt,90,0.0007112375567193,0.3017487512546507,0.0007112375839595,0.0719430073495087,0.0007112375567177,0.0007112375585118,0.0007112376271992,0.2690623521966483,0.0007112375937402,0.0007112375612111,0.0007112375972859,0.0223098377917342,0.0007112377193431,0.0007112375658315,0.0798418833628406,0.0332399301525516,0.5841005090436479,0.7420198446273363,0.0225893801098193,0.0213562753036437,0.5579142621599339,0.8858823218502919,violence,0.1285714285714285
61796,wynton marsalis,ice cream,2011,jazz,scream scream everybody want cream baby scream scream everybody want cream baby cola everybody want cocacola scream scream everybody want cream baby scream scream everybody want cream baby scream scream everybody want cream baby cola everybody want cocacola scream scream everybody want cream baby,44,0.1729323308275183,0.3443609019320338,0.0015037593984962,0.0015037593984962,0.2300751879587558,0.0015037593984962,0.0015037593984962,0.0015037594008644,0.0015037594127539,0.0015037593984962,0.0015037594025637,0.0015037593984962,0.0015037593984962,0.0015037594074317,0.0015037593984962,0.0015037594028514,0.5234484999458465,0.7568648565494961,0.5512043686790851,0.0010070850202429,0.6712695795548227,0.8588544507095716,violence,0.1285714285714285
